Tag,RSSI_dBm,Antenna,Time_ms
E2801170000002076A50957C,68,4,1924857
E2801170000002076A50957C,67,4,1924876
E2801170000002076A50957C,67,4,1924911
E2801170000002076A50957C,68,4,1924929
E2801170000002076A509477,64,4,1926153
E2801170000002076A509477,65,4,1926223
E2801170000002076A509477,73,4,1926224
E2801170000002076A509477,77,4,1926225
E2801170000002076A509477,73,1,1926369
E2801170000002076A509477,77,1,1926387
E2801170000002076A509477,71,1,1926405
E2801170000002076A509477,72,1,1926423
E2801170000002076A509477,68,1,1926441
E2801170000002076A509477,67,1,1926460
E2801170000002076A509C7C,72,4,1927310
E2801170000002076A509479,70,4,1927383
E2801170000002076A509477,55,4,1927384
E2801170000002076A509477,58,4,1927385
E2801170000002076A509C7C,68,4,1927385
E2801170000002076A509477,58,4,1927386
E2801170000002076A509C7C,67,4,1927387
E2801170000002076A509477,58,4,1927388
E2801170000002076A509479,65,4,1927388
E2801170000002076A509477,58,4,1927396
E2801170000002076A509D74,62,3,1928390
E2801170000002076A509477,62,3,1928463
E2801170000002076A509C7C,64,3,1928464
E2801170000002076A509479,70,3,1928465
E2801170000002076A509C7C,65,4,1928552
E2801170000002076A509479,69,4,1928553
E2801170000002076A509479,68,4,1928570
E2801170000002076A509C7C,65,4,1928571
E2801170000002076A509479,65,4,1928588
E2801170000002076A509C7C,64,4,1928589
E2801170000002076A509478,72,3,1929465
E2801170000002076A509478,73,3,1929533
E2801170000002076A509D74,72,3,1929534
E2801170000002076A509D74,69,3,1929535
E2801170000002076A509478,70,3,1929535
E2801170000002076A509D74,67,3,1929537
E2801170000002076A509D74,62,3,1929555
E2801170000002076A509D74,62,3,1929573
E2801170000002076A509D74,63,3,1929609
E2801170000002076A509D74,67,3,1929627
E2801170000002076A509478,59,2,1930550
E2801170000002076A509D74,62,2,1930623
E2801170000002076A509C7C,77,3,1930694
E2801170000002076A509D74,73,3,1930695
E2801170000002076A509D74,63,3,1930712
E2801170000002076A509478,62,3,1930713
E2801170000002076A509478,64,3,1930748
E2801170000002076A509D74,64,3,1930749
E2801170000002076A509D74,64,3,1930761
E2801170000002076A509D74,64,3,1930779
E2801170000002076A509478,65,2,1931643
E2801170000002076A509478,64,2,1931713
E2801170000002076A509D74,71,2,1931714
E2801170000002076A509D74,69,2,1931715
E2801170000002076A509478,64,2,1931715
E2801170000002076A509478,63,2,1931716
E2801170000002076A509478,61,2,1931738
E2801170000002076A509D74,67,2,1931739
E2801170000002076A509478,66,2,1931756
E2801170000002076A509D74,64,2,1931757
E2801170000002076A509476,70,2,1932833
E2801170000002076A509478,73,2,1932903
E2801170000002076A509D73,72,2,1932904
E2801170000002076A509476,68,2,1932905
E2801170000002076A509478,72,2,1932905
E2801170000002076A509D73,70,2,1932926
E2801170000002076A509476,66,2,1932927
E2801170000002076A509478,69,2,1932931
E2801170000002076A509478,69,2,1932939
E2801170000002076A509476,67,2,1932957
E2801170000002076A509D72,67,1,1933911
E2801170000002076A509D72,70,1,1933983
E2801170000002076A509D75,67,1,1933984
E2801170000002076A509D75,68,2,1934073
E2801170000002076A509D72,69,2,1934096
E2801170000002076A509D75,69,2,1934097
E2801170000002076A509D72,73,2,1934109
E2801170000002076A509D75,68,2,1934127
E2801170000002076A509D72,68,2,1934150
E2801170000002076A509D75,66,2,1934151
E2801170000002076A509D72,67,1,1934992
E2801170000002076A508C7F,72,1,1935063
E2801170000002076A509D75,69,1,1935064
E2801170000002076A509D72,67,1,1935065
E2801170000002076A508C72,66,1,1935065
E2801170000002076A509D72,65,1,1935068
E2801170000002076A508C72,64,1,1935069
E2801170000002076A509D75,68,1,1935081
E2801170000002076A508C72,63,1,1935104
E2801170000002076A509D72,65,1,1935105
E2801170000002076A508C7F,65,4,1936071
E2801170000002076A508C72,70,1,1936202
E2801170000002076A508C7F,67,1,1936203
E2801170000002076A508C72,70,1,1936215
E2801170000002076A508C7F,66,1,1936233
E2801170000002076A508C7F,65,1,1936251
E2801170000002076A508C72,65,1,1936274
E2801170000002076A508C7F,62,1,1936275
E2801170000002076A508C7F,62,1,1936292
E2801170000002076A508C72,62,1,1936293
E2801170000002076A508C7F,67,4,1937223
E2801170000002076A508C7F,77,4,1937295
E2801170000002076A508C7F,77,1,1937439
E2801170000002076A508C7F,72,1,1937457
E2801170000002076A508C7F,65,1,1937547
E2801170000002076A508C7F,67,1,1937565
E2801170000002076A508C7F,68,1,1937583
E2801170000002076A508C7F,77,2,1937727
E2801170000002076A508C7F,77,2,1937745
E2801170000002076A508C7F,69,2,1937799
