Tag,RSSI_dBm,Antenna,Time_ms
E2801170000002076A509477,77,2,1728249
E2801170000002076A509477,77,2,1728318
E2801170000002076A509477,77,2,1728319
E2801170000002076A509477,77,2,1728321
E2801170000002076A509477,67,2,1728375
E2801170000002076A509477,66,2,1728429
E2801170000002076A509477,72,3,1728555
E2801170000002076A509477,74,3,1728573
E2801170000002076A509477,69,3,1728592
E2801170000002076A509477,67,3,1728627
E2801170000002076A509477,59,1,1729329
E2801170000002076A509477,58,1,1729398
E2801170000002076A509479,67,1,1729399
E2801170000002076A509477,60,1,1729400
E2801170000002076A509479,67,1,1729400
E2801170000002076A509479,70,2,1729514
E2801170000002076A509477,58,2,1729514
E2801170000002076A509479,71,2,1729532
E2801170000002076A509477,65,2,1729532
E2801170000002076A509477,65,2,1729563
E2801170000002076A509D74,69,1,1730445
E2801170000002076A509D74,70,1,1730518
E2801170000002076A509477,73,1,1730519
E2801170000002076A509D74,70,1,1730520
E2801170000002076A509C7C,64,1,1730520
E2801170000002076A509D74,68,1,1730522
E2801170000002076A509C7C,65,1,1730522
E2801170000002076A509C7C,65,1,1730535
E2801170000002076A509C7C,65,1,1730553
E2801170000002076A509C7C,62,1,1730571
E2801170000002076A509D74,64,4,1731530
E2801170000002076A509478,63,4,1731598
E2801170000002076A509478,73,1,1731674
E2801170000002076A509D74,70,1,1731674
E2801170000002076A509C7C,71,1,1731687
E2801170000002076A509D74,70,1,1731705
E2801170000002076A509C7C,69,1,1731746
E2801170000002076A509D74,69,1,1731746
E2801170000002076A509D74,67,1,1731759
E2801170000002076A509D74,64,1,1731795
E2801170000002076A509D74,67,4,1732610
E2801170000002076A509478,71,4,1732678
E2801170000002076A509D74,59,4,1732679
E2801170000002076A509478,58,4,1732680
E2801170000002076A509D74,59,4,1732680
E2801170000002076A509478,62,4,1732681
E2801170000002076A509D74,61,4,1732682
E2801170000002076A509D74,62,4,1732695
E2801170000002076A509478,61,4,1732713
E2801170000002076A509D74,63,4,1732736
E2801170000002076A509478,72,4,1733793
E2801170000002076A509478,61,4,1733860
E2801170000002076A509476,60,4,1733861
E2801170000002076A509476,60,4,1733862
E2801170000002076A509478,58,4,1733862
E2801170000002076A509476,62,4,1733870
E2801170000002076A509478,62,4,1733870
E2801170000002076A509476,61,4,1733888
E2801170000002076A509478,63,4,1733888
E2801170000002076A509476,62,4,1733903
E2801170000002076A509D75,64,3,1734873
E2801170000002076A509D75,65,3,1734940
E2801170000002076A509D72,72,4,1735017
E2801170000002076A509D75,67,4,1735040
E2801170000002076A509D73,68,4,1735040
E2801170000002076A509D75,67,4,1735058
E2801170000002076A509D72,70,4,1735058
E2801170000002076A509D72,67,4,1735076
E2801170000002076A509D75,67,4,1735076
E2801170000002076A509D75,65,4,1735107
E2801170000002076A509D72,69,3,1735958
E2801170000002076A509D75,77,3,1736028
E2801170000002076A509D72,70,3,1736029
E2801170000002076A508C72,74,3,1736030
E2801170000002076A508C72,72,3,1736030
E2801170000002076A509D75,74,3,1736031
E2801170000002076A509D75,71,3,1736032
E2801170000002076A508C72,71,3,1736033
E2801170000002076A508C72,68,3,1736048
E2801170000002076A509D72,70,3,1736049
E2801170000002076A508C72,72,2,1737038
E2801170000002076A508C7F,65,2,1737108
E2801170000002076A508C72,77,3,1737182
E2801170000002076A508C7F,69,3,1737182
E2801170000002076A508C72,72,3,1737200
E2801170000002076A508C7F,70,3,1737200
E2801170000002076A508C72,72,3,1737213
E2801170000002076A508C7F,69,3,1737231
E2801170000002076A508C7F,58,3,1737254
E2801170000002076A508C72,64,3,1737254
E2801170000002076A508C7F,71,2,1738113
E2801170000002076A508C7F,69,2,1738180
E2801170000002076A508C7F,67,2,1738181
E2801170000002076A508C7F,77,3,1738401
E2801170000002076A508C7F,73,3,1738419
E2801170000002076A508C7F,71,3,1738437
E2801170000002076A508C7F,68,3,1738455
